City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
41,Salinas,US,64.99,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
42,Abu Zabad,SD,73.6,scattered clouds,12.35,29.25,حامد محمد نور
44,Rikitea,PF,78.44,few clouds,-23.1203,-134.9692,People ThankYou
45,Kapaa,US,73.4,scattered clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
46,Avarua,CK,75.2,light rain,-21.2078,-159.775,Paradise Inn
47,Pacific Grove,US,64.0,clear sky,36.6177,-121.9166,Lovers Point Inn
50,Cape Town,ZA,75.2,clear sky,-33.9258,18.4232,Southern Sun Waterfront Cape Town
52,Georgetown,MY,80.6,few clouds,5.4112,100.3354,Cititel Penang
53,Tarakan,ID,77.49,overcast clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
55,Waingapu,ID,78.73,moderate rain,-9.6567,120.2641,Pondok Wisata Elim
59,Bilma,NE,69.15,broken clouds,18.6853,12.9164,Expeditions Ténére voyages
60,Abu Dhabi,AE,68.0,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
61,San Pedro,PH,78.8,moderate rain,14.35,121.0167,Villa Veronica Resort Private Pool
63,Bonthe,SL,81.86,clear sky,7.5264,-12.505,Bonthe Holiday Village
64,Atuona,PF,78.15,clear sky,-9.8,-139.0333,Villa Enata
65,Irece,BR,88.32,overcast clouds,-11.3042,-41.8558,Caraíbas Palace Hotel
69,Busselton,AU,66.0,broken clouds,-33.65,115.3333,Observatory Guest House
73,Jiquilisco,SV,87.8,few clouds,13.3167,-88.5833,Canton.rokinte
76,Dubbo,AU,57.2,overcast clouds,-32.25,148.6167,Quality Inn Dubbo International
80,Bengkulu,ID,76.62,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
81,Hithadhoo,MV,81.57,overcast clouds,-0.6,73.0833,Scoop Guest House
84,Bambanglipuro,ID,76.66,overcast clouds,-7.95,110.2833,Puri Brata
85,Dingle,PH,75.34,light rain,10.9995,122.6711,SEGAYA PROPERTY
86,Mabaruma,GY,79.39,few clouds,8.2,-59.7833,Monty Brooms Guest House
87,Faanui,PF,81.05,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
90,Lagoa,PT,61.79,light rain,39.05,-27.9833,Casa Das Faias
93,Lebu,CL,61.88,clear sky,-37.6167,-73.65,Hostal Las Lilas
95,Ribeira Grande,PT,60.8,light rain,38.5167,-28.7,Quinta da Meia Eira
97,Vila Velha,BR,88.0,few clouds,-20.3297,-40.2925,Quality Suites Vila Velha
99,Maiduguri,NG,76.75,broken clouds,11.8464,13.1603,Kagel Mari Police Station
101,Sinnamary,GF,80.62,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
105,Port Hedland,AU,86.0,broken clouds,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
107,Maragogi,BR,82.26,clear sky,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
108,Dong Hoi,VN,61.05,overcast clouds,17.4833,106.6,Nam Long Hotel
111,Almoloya,MX,62.6,scattered clouds,19.7,-98.4,Motel Rancho Viejo
112,Noumea,NC,80.01,clear sky,-22.2763,166.4572,Hôtel Le Lagon
114,Ratnagiri,IN,77.61,clear sky,16.9833,73.3,Hotel Landmark
115,Calabar,NG,81.27,broken clouds,4.9517,8.322,NAKS Hotels (Formerly NAF Club)
117,Hilton Head Island,US,55.0,clear sky,32.2163,-80.7526,Disney’s Hilton Head Island Resort
118,Bredasdorp,ZA,71.6,clear sky,-34.5322,20.0403,Bredasdorp Country Manor
119,Kaeo,NZ,60.01,clear sky,-35.1,173.7833,Bushido Lodge
121,Nishihara,JP,59.0,broken clouds,26.1842,127.7558,Minshuku Agaihama
122,Souillac,MU,80.6,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
