City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Kem,RU,2022-02-08 22:18:29,64.9555,34.5793,14.05,96,96,6.31
296,Kasama,ZM,2022-02-08 22:18:30,-10.2129,31.1808,62.11,98,98,3.96
297,Xining,CN,2022-02-08 22:18:30,36.6167,101.7667,8.78,92,96,2.51
298,Tuatapere,NZ,2022-02-08 22:18:31,-46.1333,167.6833,59.83,77,94,3.83
299,Allapalli,IN,2022-02-08 22:18:31,19.4167,80.0667,67.69,46,40,3.65
300,Aklavik,CA,2022-02-08 22:18:31,68.2191,-135.0107,-31.97,67,20,3.44
301,Boende,CD,2022-02-08 22:18:32,-0.2167,20.8667,77.63,35,96,0.27
302,Marienburg,PL,2022-02-08 22:18:32,54.0359,19.0266,40.66,79,6,16.93
303,Naldurg,IN,2022-02-08 22:18:32,17.8167,76.3,73.49,39,36,8.39
304,Barrow,US,2022-02-08 22:18:33,71.2906,-156.7887,-29.18,100,0,8.05
305,Altamira,BR,2022-02-08 22:18:33,-3.2033,-52.2064,75.47,94,85,3.11
306,Ambilobe,MG,2022-02-08 22:18:34,-13.2,49.05,74.3,95,92,3.22
307,Kavaratti,IN,2022-02-08 22:17:40,10.5669,72.642,78.66,72,48,14.29
308,Yemtsa,RU,2022-02-08 22:18:34,63.0734,40.3329,20.07,97,95,4.9
309,Tahta,EG,2022-02-08 22:18:34,26.7693,31.5021,58.17,27,0,5.68
310,Maniitsoq,GL,2022-02-08 22:18:35,65.4167,-52.9,-1.43,84,100,20.56
311,Malatya,TR,2022-02-08 22:18:35,38.5,38.0,33.85,87,75,6.91
312,Aranos,NA,2022-02-08 22:18:36,-24.1333,19.1167,73.62,62,100,15.01
313,Prieska,ZA,2022-02-08 22:18:36,-29.6641,22.7474,81.81,37,32,7.11
314,Bambanglipuro,ID,2022-02-08 22:18:36,-7.95,110.2833,75.65,87,98,4.52
315,Wertheim,DE,2022-02-08 22:18:37,49.7575,9.5094,46.51,90,100,5.35
316,Saint-Francois,FR,2022-02-08 22:18:37,46.4154,3.9054,35.67,93,0,0.0
317,Najran,SA,2022-02-08 22:18:38,17.4924,44.1277,54.25,35,1,2.89
318,Chuy,UY,2022-02-08 22:18:38,-33.6971,-53.4616,68.36,64,11,7.83
319,Provideniya,RU,2022-02-08 22:18:38,64.3833,-173.3,-3.89,65,0,24.61
320,San Vicente,AR,2022-02-08 22:18:39,-26.6167,-54.1333,76.24,34,0,4.41
321,Mogok,MM,2022-02-08 22:18:39,22.9167,96.5,48.36,50,12,2.21
322,Purpe,RU,2022-02-08 22:18:39,64.4803,76.6897,-10.95,87,78,12.88
323,Langarud,IR,2022-02-08 22:18:40,37.197,50.1535,39.25,70,0,6.26
324,Jiquipilas,MX,2022-02-08 22:18:41,16.6667,-93.65,72.63,91,100,7.09
325,Pisco,PE,2022-02-08 22:18:41,-13.7,-76.2167,73.02,73,0,10.36
326,Chimoio,MZ,2022-02-08 22:18:41,-19.1164,33.4833,73.26,94,75,3.29
327,Souillac,MU,2022-02-08 22:18:42,-20.5167,57.5167,75.58,88,75,4.61
328,Katsuura,JP,2022-02-08 22:18:42,35.1333,140.3,41.18,77,94,12.28
329,Dryden,CA,2022-02-08 22:18:43,49.7833,-92.7503,26.89,93,100,10.36
330,Narasannapeta,IN,2022-02-08 22:18:43,18.4167,84.05,68.47,81,22,2.26
331,Djambala,CG,2022-02-08 22:18:44,-2.5447,14.7533,73.02,75,71,5.17
332,Iznik,TR,2022-02-08 22:18:44,40.4286,29.7211,39.15,97,100,10.69
333,Shimanovsk,RU,2022-02-08 22:18:44,52.0,127.7,0.61,97,100,6.96
334,Luganville,VU,2022-02-08 22:18:45,-15.5333,167.1667,80.04,80,100,9.26
335,Nalut,LY,2022-02-08 22:18:45,30.3333,10.85,48.92,68,0,13.62
336,Sal Rei,CV,2022-02-08 22:18:46,16.1833,-22.9167,68.56,83,0,11.32
337,Pridonskoy,RU,2022-02-08 22:18:46,51.6841,39.0727,32.56,100,100,6.71
338,Port Blair,IN,2022-02-08 22:18:47,11.6667,92.75,77.04,88,40,6.91
339,Axim,GH,2022-02-08 22:18:47,4.8699,-2.2405,78.57,87,35,6.8
340,Dauphin,CA,2022-02-08 22:18:47,51.1494,-100.0502,37.54,70,100,19.57
341,Saint George,US,2022-02-08 22:16:19,37.1041,-113.5841,70.27,17,0,5.75
342,Broken Hill,AU,2022-02-08 22:18:48,-31.95,141.4333,76.53,41,61,4.07
343,Baruun-Urt,MN,2022-02-08 22:18:48,46.6806,113.2792,-1.97,95,17,0.63
344,San Ignacio,BZ,2022-02-08 22:18:48,17.1561,-89.0714,77.14,73,75,6.91
345,Weligama,LK,2022-02-08 22:18:49,5.9667,80.4167,75.72,78,99,0.74
346,Leini,IT,2022-02-08 22:18:49,45.1828,7.7142,52.59,44,0,3.44
347,Nola,IT,2022-02-08 22:18:50,40.922,14.5329,50.58,58,0,3.8
348,Ohara,JP,2022-02-08 22:18:50,35.25,140.3833,41.0,75,94,10.98
349,Stillwater,US,2022-02-08 22:14:29,36.1156,-97.0584,70.07,23,0,13.8
350,Benghazi,LY,2022-02-08 22:18:51,32.1167,20.0667,55.31,51,31,24.63
351,Abai,PY,2022-02-08 22:18:51,-26.0333,-55.9333,82.02,33,0,3.89
352,Ahipara,NZ,2022-02-08 22:18:51,-35.1667,173.1667,77.77,80,81,9.13
353,Salinopolis,BR,2022-02-08 22:18:52,-0.6136,-47.3561,78.8,85,92,7.23
354,Kodinsk,RU,2022-02-08 22:18:52,58.6881,99.1844,-25.74,100,55,3.06
355,Payo,ID,2022-02-08 22:18:53,-3.7508,103.6372,71.71,98,99,1.57
356,Gigmoto,PH,2022-02-08 22:18:53,13.7796,124.39,75.63,82,78,9.55
357,Harper,LR,2022-02-08 22:18:54,4.375,-7.7169,79.0,85,3,8.3
358,Haines Junction,CA,2022-02-08 22:18:54,60.7522,-137.5108,39.15,60,87,9.22
359,Maragogi,BR,2022-02-08 22:18:55,-9.0122,-35.2225,80.06,75,2,10.92
360,Bathsheba,BB,2022-02-08 22:18:55,13.2167,-59.5167,77.61,69,40,17.27
361,Calamar,CO,2022-02-08 22:18:55,10.2511,-74.9146,85.95,59,95,8.7
362,San Quintin,MX,2022-02-08 22:18:56,30.4833,-115.95,68.86,25,4,9.28
363,Jaciara,BR,2022-02-08 22:18:56,-15.9653,-54.9683,74.73,91,97,2.48
364,Cabo San Lucas,MX,2022-02-08 22:16:22,22.8909,-109.9124,78.62,55,0,8.05
365,Narbonne,FR,2022-02-08 22:18:57,43.0833,2.8333,42.24,70,11,1.68
366,Leshukonskoye,RU,2022-02-08 22:18:57,64.8989,45.7622,18.37,93,99,9.44
367,Arman,RU,2022-02-08 22:18:58,59.7,150.1667,-2.88,80,77,8.37
368,Tripoli,LY,2022-02-08 22:15:09,32.8752,13.1875,56.41,53,97,15.75
369,Channel-Port Aux Basques,CA,2022-02-08 22:18:59,47.5702,-59.1367,33.44,97,100,33.26
370,Kahului,US,2022-02-08 22:16:34,20.8947,-156.47,83.46,57,40,14.0
371,Brae,GB,2022-02-08 22:17:36,60.3964,-1.353,42.71,77,98,33.26
372,Ushumun,RU,2022-02-08 22:19:00,52.7833,126.5333,1.58,96,100,9.84
373,Sao Filipe,CV,2022-02-08 22:19:00,14.8961,-24.4956,72.52,74,2,5.28
374,Palafrugell,ES,2022-02-08 22:19:00,41.9174,3.1631,52.36,54,4,1.99
375,Rundu,NA,2022-02-08 22:19:00,-17.9333,19.7667,69.03,69,43,3.98
376,Hirara,JP,2022-02-08 22:19:01,24.8,125.2833,64.26,94,75,14.97
377,Fort Nelson,CA,2022-02-08 22:19:01,58.8053,-122.7002,4.59,72,75,2.3
378,Oranjemund,NA,2022-02-08 22:19:02,-28.55,16.4333,65.25,89,8,5.3
379,Kolpny,RU,2022-02-08 22:19:02,52.2282,37.0368,27.73,92,100,6.6
380,Rio Gallegos,AR,2022-02-08 22:19:03,-51.6226,-69.2181,62.65,25,40,11.5
381,Torres,BR,2022-02-08 22:19:03,-29.3353,-49.7269,71.83,80,3,11.43
382,Banepa,NP,2022-02-08 22:19:03,27.6298,85.5214,43.12,93,40,3.44
383,Dodge City,US,2022-02-08 22:16:05,37.7528,-100.0171,59.25,25,0,20.71
384,Ust-Maya,RU,2022-02-08 22:19:04,60.4167,134.5333,-11.15,99,100,1.41
385,Roma,US,2022-02-08 22:19:04,43.2128,-75.4557,31.86,84,100,11.5
386,Port Augusta,AU,2022-02-08 22:19:05,-32.5,137.7667,68.7,66,48,14.79
387,College,US,2022-02-08 22:19:04,64.8569,-147.8028,5.32,72,75,4.61
388,Douglas,US,2022-02-08 22:19:06,41.3,-96.167,60.67,25,0,16.11
389,Monrovia,LR,2022-02-08 22:19:06,6.3005,-10.7969,78.57,83,31,6.15
390,Pacifica,US,2022-02-08 22:19:06,37.6138,-122.4869,75.61,57,0,11.5
391,Mutsu,JP,2022-02-08 22:19:07,41.2894,141.2169,28.99,68,64,12.33
392,Waipawa,NZ,2022-02-08 22:19:07,-41.4122,175.5153,67.46,81,98,6.29
393,Tongliao,CN,2022-02-08 22:17:46,43.6125,122.2653,11.25,85,51,8.79
394,Maturin,VE,2022-02-08 22:19:08,9.75,-63.1767,83.66,56,84,10.76
395,Kununurra,AU,2022-02-08 22:15:14,-15.7667,128.7333,78.78,78,100,3.44
396,Bar Harbor,US,2022-02-08 22:16:00,44.3876,-68.2039,36.64,90,100,7.0
397,Houma,US,2022-02-08 22:19:08,29.5958,-90.7195,61.0,40,0,5.99
398,Eureka,US,2022-02-08 22:15:27,40.8021,-124.1637,72.68,70,0,5.99
399,Wiesmoor,DE,2022-02-08 22:19:09,53.4167,7.7333,47.86,91,100,14.85
400,Ancud,CL,2022-02-08 22:16:18,-41.8697,-73.8203,68.23,61,66,7.27
401,Panzhihua,CN,2022-02-08 22:19:09,26.5851,101.7128,43.52,68,0,2.06
402,Kurilsk,RU,2022-02-08 22:19:10,45.2333,147.8833,22.95,75,99,14.5
403,Clyde River,CA,2022-02-08 22:16:30,70.4692,-68.5914,-25.37,68,75,0.0
404,Prado,BR,2022-02-08 22:19:10,-17.3411,-39.2208,78.12,87,92,10.18
405,Santa Rosa,PH,2022-02-08 22:18:24,14.3122,121.1114,78.85,75,15,11.7
406,Port Macquarie,AU,2022-02-08 22:19:11,-31.4333,152.9167,69.19,72,6,4.97
407,Alyangula,AU,2022-02-08 22:19:11,-13.8483,136.4192,81.36,74,100,7.56
408,Nicolas Bravo,MX,2022-02-08 22:19:11,18.45,-88.9167,81.48,92,49,4.76
409,Ipixuna,BR,2022-02-08 22:19:12,-1.7625,-48.8043,78.75,97,17,3.96
410,Andenes,NO,2022-02-08 22:19:12,69.3143,16.1194,33.78,93,100,19.57
411,Puerto Colombia,CO,2022-02-08 22:19:13,10.9878,-74.9547,82.49,81,9,18.84
412,Ankang,CN,2022-02-08 22:19:13,32.68,109.0172,33.69,77,93,1.12
413,Matara,LK,2022-02-08 22:19:13,5.9485,80.5353,75.06,78,99,1.16
414,Grindavik,IS,2022-02-08 22:19:14,63.8424,-22.4338,30.67,93,75,10.36
415,Turayf,SA,2022-02-08 22:19:14,31.6725,38.6637,43.05,56,0,8.05
416,Maracaibo,VE,2022-02-08 22:19:15,10.6317,-71.6406,85.3,60,59,12.48
417,Tartagal,AR,2022-02-08 22:19:15,-22.5164,-63.8013,79.11,67,59,4.29
418,Tutoia,BR,2022-02-08 22:19:15,-2.7619,-42.2744,84.18,82,22,8.48
419,Qandala,SO,2022-02-08 22:19:16,11.472,49.8728,74.23,62,28,1.54
420,Dengfeng,CN,2022-02-08 22:19:16,34.4553,113.0281,32.58,62,99,2.33
421,Ouango,CF,2022-02-08 22:19:17,4.3133,22.5552,71.83,31,28,2.46
422,Colombo,LK,2022-02-08 22:15:02,6.9319,79.8478,74.62,73,100,11.92
423,Pailitas,CO,2022-02-08 22:19:17,8.9565,-73.6255,85.23,64,87,3.56
424,Nelson Bay,AU,2022-02-08 22:19:18,-32.7167,152.15,71.11,80,7,3.0
425,Kampot,KH,2022-02-08 22:19:18,10.6167,104.1833,80.65,83,96,2.1
426,Peterhead,GB,2022-02-08 22:19:18,57.5058,-1.7981,42.57,70,100,17.27
427,Puerto Madryn,AR,2022-02-08 22:19:19,-42.7692,-65.0385,70.3,53,67,20.31
428,Shelburne,CA,2022-02-08 22:19:19,44.0787,-80.2041,25.25,69,93,9.4
429,Ternate,ID,2022-02-08 22:19:20,0.8,127.4,78.98,83,100,5.35
430,Bilibino,RU,2022-02-08 22:19:20,68.0546,166.4372,-26.25,75,15,1.7
431,Waling,NP,2022-02-08 22:19:21,27.9833,83.7667,51.19,90,75,0.58
432,Mangan,IN,2022-02-08 22:19:21,27.5167,88.5333,48.76,68,94,3.74
433,Viedma,AR,2022-02-08 22:19:21,-40.8135,-62.9967,81.93,32,84,13.31
434,Montlucon,FR,2022-02-08 22:19:22,46.3333,2.6,38.68,86,10,4.25
435,Beringovskiy,RU,2022-02-08 22:19:22,63.05,179.3167,-19.77,90,5,12.1
436,Karonga,MW,2022-02-08 22:19:23,-9.9333,33.9333,73.04,87,98,3.87
437,Rosetta,EG,2022-02-08 22:18:41,31.4044,30.4164,57.42,57,42,10.07
438,Batagay-Alyta,RU,2022-02-08 22:19:23,67.8006,130.4114,-32.6,96,61,3.83
439,Banamba,ML,2022-02-08 22:17:14,13.55,-7.45,71.44,12,0,9.6
440,Pyapon,MM,2022-02-08 22:19:24,16.2833,95.6833,63.45,65,90,7.16
441,Usinsk,RU,2022-02-08 22:19:24,65.9939,57.5281,6.03,84,24,15.68
442,Shache,CN,2022-02-08 22:16:08,38.4167,77.2406,28.18,50,100,5.44
443,Elhovo,BG,2022-02-08 22:19:25,42.1667,26.5667,36.01,84,40,10.38
444,Ipora,BR,2022-02-08 22:19:25,-16.4419,-51.1178,71.26,94,98,3.74
445,Baykit,RU,2022-02-08 22:19:25,61.67,96.37,-23.87,99,10,2.64
446,Gazanjyk,TM,2022-02-08 22:19:26,39.2446,55.5154,40.71,59,44,11.77
447,Berlevag,NO,2022-02-08 22:19:26,70.8578,29.0864,24.75,74,40,16.11
448,Koungou,YT,2022-02-08 22:19:26,-12.7336,45.2042,76.71,83,0,3.44
449,Sioux Lookout,CA,2022-02-08 22:19:27,50.1001,-91.917,26.98,93,100,4.61
450,Hovd,MN,2022-02-08 22:19:27,48.0056,91.6419,-12.77,79,13,2.21
451,Atar,MR,2022-02-08 22:19:28,20.5169,-13.0499,75.04,10,74,9.37
452,Mandurah,AU,2022-02-08 22:19:28,-32.55,115.7,63.21,85,30,10.83
453,Kloulklubed,PW,2022-02-08 22:19:28,7.0419,134.2556,79.3,81,96,18.66
454,La Asuncion,VE,2022-02-08 22:14:55,11.0333,-63.8628,82.13,69,44,18.41
455,Cachoeiro De Itapemirim,BR,2022-02-08 22:19:29,-20.8489,-41.1128,75.63,94,98,0.83
456,Walvis Bay,NA,2022-02-08 22:19:29,-22.9575,14.5053,70.75,83,44,2.3
457,Zlobin,HR,2022-02-08 22:19:30,45.2924,14.6541,31.3,70,0,4.61
458,Bemidji,US,2022-02-08 22:19:30,47.4736,-94.8803,36.14,96,100,10.36
459,Mercedes,AR,2022-02-08 22:19:31,-34.6515,-59.4307,78.51,48,0,6.2
460,Raga,SS,2022-02-08 22:19:31,8.4596,25.678,70.47,18,13,2.39
461,Kijang,KR,2022-02-08 22:19:32,35.2442,129.2139,36.88,55,58,6.82
462,Nanlong,CN,2022-02-08 22:19:32,31.3533,106.0631,36.7,92,64,2.71
463,El Tigre,VE,2022-02-08 22:19:33,8.8875,-64.2454,86.09,46,88,11.56
464,Minot,US,2022-02-08 22:18:33,48.2325,-101.2963,37.62,70,0,29.93
465,Elban,RU,2022-02-08 22:19:33,50.1018,136.5094,-16.78,99,50,1.7
466,Okhotsk,RU,2022-02-08 22:19:34,59.3833,143.3,4.55,84,99,8.9
467,Flinders,AU,2022-02-08 22:19:34,-34.5833,150.8552,75.38,77,1,5.01
468,Korfovskiy,RU,2022-02-08 22:19:34,48.2183,135.0564,-15.34,100,90,2.57
469,Ust-Nera,RU,2022-02-08 22:19:35,64.5667,143.2,-30.37,92,27,3.44
470,Leningradskiy,RU,2022-02-08 22:19:35,69.3833,178.4167,-27.22,81,13,3.71
471,Kamarion,GR,2022-02-08 22:19:36,36.8,25.8167,45.75,75,100,47.96
472,Surt,LY,2022-02-08 22:19:36,31.2089,16.5887,55.94,55,90,20.42
473,Ngunguru,NZ,2022-02-08 22:19:36,-35.6167,174.5,75.16,97,73,10.04
474,Fukue,JP,2022-02-08 22:19:37,32.6881,128.8419,48.22,60,38,16.02
475,Mayumba,GA,2022-02-08 22:19:37,-3.432,10.6554,78.01,90,99,5.39
476,Tumaco,CO,2022-02-08 22:19:38,1.7986,-78.8156,79.38,76,33,9.24
477,Erenhot,CN,2022-02-08 22:19:38,43.6475,111.9767,8.06,76,18,9.71
478,Bani,DO,2022-02-08 22:19:38,18.2833,-70.3333,79.86,74,37,11.32
479,Palmas Bellas,PA,2022-02-08 22:19:39,9.2319,-80.0867,80.44,70,31,9.66
480,Atambua,ID,2022-02-08 22:19:39,-9.1061,124.8925,73.98,92,100,1.52
481,Cabedelo,BR,2022-02-08 22:19:39,-6.9811,-34.8339,81.27,74,1,13.85
482,Thinadhoo,MV,2022-02-08 22:19:40,0.5333,72.9333,82.71,67,100,13.78
483,Biltine,TD,2022-02-08 22:19:40,14.5333,20.9167,67.05,11,0,8.28
484,Mahibadhoo,MV,2022-02-08 22:19:41,3.7833,72.9667,81.46,71,100,10.74
485,Staryy Nadym,RU,2022-02-08 22:19:41,65.6118,72.6842,-5.49,90,98,14.12
486,Huanren,CN,2022-02-08 22:19:41,41.2647,125.3667,8.1,96,26,0.43
487,Goalpara,IN,2022-02-08 22:19:42,26.1667,90.6167,59.83,68,77,3.89
488,Pacific Grove,US,2022-02-08 22:19:42,36.6177,-121.9166,78.58,49,0,4.61
489,Coihaique,CL,2022-02-08 22:16:37,-45.5752,-72.0662,63.21,38,12,9.75
490,Severo-Kurilsk,RU,2022-02-08 22:19:43,50.6789,156.125,30.67,93,95,27.47
491,Toktogul,KG,2022-02-08 22:19:43,41.8708,72.9402,27.16,96,100,2.46
492,Nuuk,GL,2022-02-08 22:19:43,64.1835,-51.7216,7.41,66,75,18.41
493,Khandagayty,RU,2022-02-08 22:19:44,50.7333,92.05,-12.44,98,100,0.63
494,Tarakan,ID,2022-02-08 22:19:44,3.3,117.6333,75.7,88,100,7.63
495,Menongue,AO,2022-02-08 22:19:44,-14.6585,17.691,65.01,93,100,3.29
496,Obihiro,JP,2022-02-08 22:19:45,42.9172,143.2044,4.84,91,12,2.77
497,Katangli,RU,2022-02-08 22:19:45,51.7102,143.2326,13.17,94,100,15.12
498,Scarborough,GB,2022-02-08 22:17:33,54.2797,-0.4044,52.52,91,100,5.99
499,Buala,SB,2022-02-08 22:16:33,-8.145,159.5921,81.93,82,94,11.01
500,Portachuelo,BO,2022-02-08 22:19:46,-17.35,-63.4,89.28,62,17,4.18
501,Iquique,CL,2022-02-08 22:19:46,-20.2208,-70.1431,71.64,67,13,9.15
502,Cotonou,BJ,2022-02-08 22:19:46,6.3654,2.4183,84.18,84,70,8.05
503,Clermont,FR,2022-02-08 22:19:47,49.5,2.4167,47.84,90,100,6.11
504,Taoudenni,ML,2022-02-08 22:19:47,22.6783,-3.9836,70.5,11,0,11.41
505,Seguin,US,2022-02-08 22:19:48,29.5688,-97.9647,68.72,25,0,5.75
506,Praia Da Vitoria,PT,2022-02-08 22:19:48,38.7333,-27.0667,57.76,88,40,11.34
507,Snezhnogorsk,RU,2022-02-08 22:19:48,69.1933,33.2531,17.38,93,94,11.61
508,Kota Kinabalu,MY,2022-02-08 22:19:49,5.9749,116.0724,75.18,94,20,3.44
509,Cayenne,GF,2022-02-08 22:19:49,4.9333,-52.3333,81.09,84,40,5.75
510,Benjamin Aceval,PY,2022-02-08 22:19:50,-24.9667,-57.5667,87.94,30,0,6.06
511,Campana,AR,2022-02-08 22:19:50,-34.1687,-58.9591,78.13,54,0,10.45
512,Aktash,RU,2022-02-08 22:19:50,50.3,87.7333,-14.89,88,56,3.29
513,Teya,RU,2022-02-08 22:17:39,60.3778,92.6267,-23.94,100,42,1.28
514,Saint-Joseph,RE,2022-02-08 22:19:51,-21.3667,55.6167,75.56,85,80,8.1
515,Kedrovyy,RU,2022-02-08 22:19:51,56.1667,91.8167,-14.13,99,75,4.45
516,Shimoda,JP,2022-02-08 22:19:52,34.6667,138.95,40.1,74,97,13.8
517,Namatanai,PG,2022-02-08 22:19:52,-3.6667,152.4333,81.73,76,100,4.63
518,Dongsheng,CN,2022-02-08 22:19:52,39.8161,109.9776,16.34,65,2,8.01
519,Rawson,AR,2022-02-08 22:19:00,-43.3002,-65.1023,65.5,51,81,21.39
520,Kondinskoye,RU,2022-02-08 22:19:53,59.6481,67.41,-1.26,99,71,6.31
521,Sabang,ID,2022-02-08 22:19:53,5.8933,95.3214,81.45,74,98,9.84
522,Illintsi,UA,2022-02-08 22:19:54,49.1048,29.2177,25.03,95,62,8.46
523,Killybegs,IE,2022-02-08 22:19:54,54.6333,-8.45,44.46,81,99,21.63
524,Olinda,BR,2022-02-08 22:17:01,-8.0089,-34.8553,83.93,65,40,6.91
525,Amalapuram,IN,2022-02-08 22:19:55,16.5833,82.0167,67.51,88,36,3.06
526,Aguas Vermelhas,BR,2022-02-08 22:19:55,-15.7472,-41.46,69.26,94,100,3.09
527,Don Sak,TH,2022-02-08 22:19:55,9.3168,99.6918,78.75,83,11,6.78
528,Chililabombwe,ZM,2022-02-08 22:19:56,-12.3648,27.8229,63.73,96,100,3.09
529,Irbit,RU,2022-02-08 22:19:56,57.6705,63.071,4.71,99,82,5.46
530,Oistins,BB,2022-02-08 22:19:57,13.0667,-59.5333,77.09,69,40,17.27
531,Flin Flon,CA,2022-02-08 22:15:07,54.7682,-101.865,21.04,73,100,14.97
532,Necochea,AR,2022-02-08 22:19:57,-38.5473,-58.7368,69.6,63,54,11.72
533,Haradok,BY,2022-02-08 22:19:58,55.4624,29.9816,27.72,97,100,9.51
534,Nome,US,2022-02-08 22:18:49,64.5011,-165.4064,1.47,55,100,21.85
535,Yulara,AU,2022-02-08 22:19:59,-25.2406,130.9889,76.84,73,100,10.36
536,Oster,UA,2022-02-08 22:19:59,50.9506,30.8823,33.91,94,98,6.29
537,General Pico,AR,2022-02-08 22:19:59,-35.6566,-63.7568,81.88,44,90,5.41
538,Lorengau,PG,2022-02-08 22:20:00,-2.0226,147.2712,82.87,80,98,8.79
539,Luderitz,NA,2022-02-08 22:20:00,-26.6481,15.1594,70.23,75,27,9.53
540,Toora-Khem,RU,2022-02-08 22:20:01,52.4675,96.11,-9.45,100,100,2.44
541,Bereda,ES,2022-02-08 22:20:02,43.2686,-7.5406,47.41,92,1,1.72
542,Soyo,AO,2022-02-08 22:20:03,-6.1349,12.3689,77.72,83,42,7.81
543,Chicama,PE,2022-02-08 22:20:03,-7.8447,-79.1469,68.54,60,64,9.33
544,Nogliki,RU,2022-02-08 22:20:04,51.8333,143.1667,13.59,94,100,17.05
545,Igurusi,TZ,2022-02-08 22:20:05,-8.85,33.85,63.72,92,94,2.84
546,Ucluelet,CA,2022-02-08 22:20:05,48.9329,-125.5528,45.09,93,100,5.41
547,Kokopo,PG,2022-02-08 22:20:06,-4.352,152.2633,80.67,79,98,5.57
548,Sola,VU,2022-02-08 22:20:06,-13.8833,167.55,80.33,83,100,31.05
549,San Cristobal,VE,2022-02-08 22:20:06,7.7669,-72.225,77.18,63,84,3.89
550,Kroya,ID,2022-02-08 22:20:07,-7.6331,109.2461,77.74,84,100,3.53
551,Murdochville,CA,2022-02-08 22:20:07,48.9583,-65.5006,20.28,96,100,9.04
552,Finspang,SE,2022-02-08 22:20:08,58.7058,15.7674,38.8,77,8,11.5
553,Brainerd,US,2022-02-08 22:20:08,46.358,-94.2008,39.49,65,75,13.8
554,Esil,KZ,2022-02-08 22:20:09,51.9556,66.4042,17.8,91,91,14.45
555,Tari,NG,2022-02-08 22:20:09,12.4086,4.4914,76.59,13,77,11.39
556,Daru,PG,2022-02-08 22:20:09,-9.0763,143.2092,77.49,89,99,5.64
557,Teguldet,RU,2022-02-08 22:20:10,57.3064,88.1667,-12.17,98,7,5.23
558,Saint Paul,US,2022-02-08 22:20:10,44.9444,-93.0933,45.16,64,0,16.11
559,Svetlogorsk,BY,2022-02-08 22:20:11,52.6333,29.7333,27.79,95,98,8.86
