City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
149,Narsaq,GL,2022-02-08 22:16:23,60.9167,-46.05,-8.68,74,15,5.39
150,Kaitangata,NZ,2022-02-08 22:17:38,-46.2817,169.8464,58.69,85,100,9.28
151,Luang Prabang,LA,2022-02-08 22:17:38,19.8856,102.1347,60.46,70,87,0.78
152,Neiafu,TO,2022-02-08 22:17:38,-18.65,-173.9833,75.88,94,100,12.66
153,Sergach,RU,2022-02-08 22:17:39,55.5308,45.4661,27.7,95,100,11.5
154,Ponta Do Sol,PT,2022-02-08 22:17:39,32.6667,-17.1,66.83,51,32,9.55
155,Tuktoyaktuk,CA,2022-02-08 22:17:40,69.4541,-133.0374,-40.0,67,20,3.44
156,Santa Cruz,BO,2022-02-08 22:15:04,-17.8,-63.1667,87.85,42,40,9.22
157,Sinnamary,GF,2022-02-08 22:17:40,5.3833,-52.95,77.29,84,72,7.52
158,Kamaishi,JP,2022-02-08 22:17:40,39.2667,141.8833,29.59,65,5,5.77
159,Jinchang,CN,2022-02-08 22:17:41,38.4953,102.1739,15.78,54,22,5.68
160,Thaba-Tseka,LS,2022-02-08 22:17:41,-29.522,28.6084,54.75,56,3,0.54
161,Gilleleje,DK,2022-02-08 22:17:41,56.122,12.3106,41.32,88,75,3.0
162,Laguna,US,2022-02-08 22:17:42,38.421,-121.4238,75.24,46,0,1.99
163,Petropavlovsk-Kamchatskiy,RU,2022-02-08 22:17:42,53.0452,158.6483,16.39,86,75,4.47
164,La Fria,VE,2022-02-08 22:17:43,8.2203,-72.2439,86.11,60,83,1.01
165,Bida,NG,2022-02-08 22:17:43,9.0833,6.0167,83.1,14,95,0.78
166,Maubin,MM,2022-02-08 22:17:14,16.7333,95.65,66.36,72,77,6.11
167,Icod De Los Vinos,ES,2022-02-08 22:17:44,28.3724,-16.7119,72.21,55,100,4.81
168,Anadyr,RU,2022-02-08 22:16:13,64.75,177.4833,-30.5,68,20,8.95
169,Takaka,NZ,2022-02-08 22:17:44,-40.85,172.8,73.98,94,100,1.83
170,Dingle,PH,2022-02-08 22:17:45,10.9995,122.6711,73.85,89,91,10.31
171,Avarua,CK,2022-02-08 22:17:45,-21.2078,-159.775,78.85,89,75,11.5
172,Bela Vista Do Paraiso,BR,2022-02-08 22:17:46,-22.9967,-51.1906,83.44,73,0,3.22
173,Iquitos,PE,2022-02-08 22:17:46,-3.7481,-73.2472,82.44,78,40,5.75
174,Longyearbyen,SJ,2022-02-08 22:17:46,78.2186,15.6401,15.64,67,75,6.91
175,Alta Floresta,BR,2022-02-08 22:17:47,-9.8756,-56.0861,74.82,93,99,3.31
176,Carnarvon,AU,2022-02-08 22:17:47,-24.8667,113.6333,76.01,58,0,17.72
177,Gurupi,BR,2022-02-08 22:17:47,-11.7292,-49.0686,76.08,89,100,0.78
178,Chaman,PK,2022-02-08 22:17:48,30.9236,66.4512,42.64,48,0,2.71
179,Whitehorse,CA,2022-02-08 22:13:00,60.7161,-135.0538,32.81,83,88,7.49
180,Sokol,RU,2022-02-08 22:17:48,59.4617,40.1206,26.92,96,99,6.8
181,Ishigaki,JP,2022-02-08 22:17:49,24.3448,124.1572,62.73,100,75,9.22
182,Derzhavinsk,KZ,2022-02-08 22:17:49,51.1,66.3167,21.9,95,100,13.8
183,Makakilo City,US,2022-02-08 22:17:50,21.3469,-158.0858,79.61,54,40,11.5
184,Huarmey,PE,2022-02-08 22:14:50,-10.0681,-78.1522,74.26,73,26,8.57
185,Arlit,NE,2022-02-08 22:17:50,18.7369,7.3853,68.88,8,0,8.93
186,Coruripe,BR,2022-02-08 22:17:51,-10.1256,-36.1756,79.99,77,0,10.89
187,Avera,US,2022-02-08 22:17:51,33.194,-82.5271,54.72,47,95,3.36
188,Abalak,RU,2022-02-08 22:17:51,58.1286,68.5944,1.09,98,84,5.93
189,Porto Novo,BJ,2022-02-08 22:17:52,6.4965,2.6036,84.02,84,85,7.76
190,Milkovo,RU,2022-02-08 22:17:52,54.7167,158.6167,10.87,97,100,0.94
191,Kapit,MY,2022-02-08 22:17:53,2.0167,112.9333,72.27,99,100,1.68
192,Iskateley,RU,2022-02-08 22:17:53,67.6803,53.1512,7.63,92,96,15.52
193,Sandpoint,US,2022-02-08 22:14:57,48.2766,-116.5533,45.55,74,75,5.75
194,Carbonia,IT,2022-02-08 22:17:53,39.1672,8.5222,44.01,69,0,3.36
195,Bengkulu,ID,2022-02-08 22:17:54,-3.8004,102.2655,76.64,84,100,5.41
196,Talnakh,RU,2022-02-08 22:17:54,69.4865,88.3972,-0.8,96,100,11.59
197,Sistranda,NO,2022-02-08 22:13:37,63.7256,8.834,36.9,76,100,36.82
198,Quang Ngai,VN,2022-02-08 22:16:55,15.1167,108.8,70.93,94,56,2.95
199,Iqaluit,CA,2022-02-08 22:17:55,63.7506,-68.5145,-0.31,84,100,10.36
200,Sao Miguel Do Iguacu,BR,2022-02-08 22:13:33,-25.3481,-54.2378,85.21,42,0,2.71
201,Uarini,BR,2022-02-08 22:17:55,-2.99,-65.1083,75.15,93,100,2.82
202,Bulgan,MN,2022-02-08 22:17:56,48.8125,103.5347,-0.44,87,100,3.0
203,Port Elizabeth,ZA,2022-02-08 22:17:56,-33.918,25.5701,64.69,94,75,11.5
204,Plattsburgh,US,2022-02-08 22:17:56,44.6995,-73.4529,34.07,78,100,0.0
205,Ribeira Grande,PT,2022-02-08 22:17:57,38.5167,-28.7,60.44,69,97,5.46
206,Tunceli,TR,2022-02-08 22:17:57,39.1083,39.5471,41.29,98,99,2.42
207,Republic,US,2022-02-08 22:17:58,37.12,-93.4802,60.76,38,0,14.97
208,Tasiilaq,GL,2022-02-08 22:17:58,65.6145,-37.6368,19.56,80,99,8.32
209,Marsabit,KE,2022-02-08 22:17:59,2.3284,37.9899,70.77,32,74,8.79
210,Zhengjiatun,CN,2022-02-08 22:17:59,43.5064,123.5064,14.79,80,42,8.16
211,Itaqui,BR,2022-02-08 22:17:59,-29.1253,-56.5531,84.7,25,0,7.25
212,Tual,ID,2022-02-08 22:17:42,-5.6667,132.75,83.01,77,100,11.16
213,Emerald,AU,2022-02-08 22:18:00,-23.5333,148.1667,75.34,69,67,8.86
214,Woodburn,US,2022-02-08 22:18:00,45.1437,-122.8554,56.1,77,0,3.44
215,Ruse,BG,2022-02-08 22:18:01,43.8564,25.9708,36.28,63,0,5.06
216,Villarrica,PY,2022-02-08 22:18:01,-25.75,-56.4333,80.94,36,0,4.74
217,Luis Correia,BR,2022-02-08 22:18:02,-2.8792,-41.6669,84.2,79,20,9.22
218,Noumea,NC,2022-02-08 22:18:02,-22.2763,166.4572,82.38,99,98,16.02
219,Naze,JP,2022-02-08 22:18:03,28.3667,129.4833,54.52,76,91,12.57
220,Awjilah,LY,2022-02-08 22:18:03,29.1081,21.2869,53.96,64,12,15.57
221,Acapulco,MX,2022-02-08 22:18:03,16.8634,-99.8901,84.02,65,40,8.05
222,Katobu,ID,2022-02-08 22:18:04,-4.9408,122.5276,74.46,93,93,1.36
223,Mehamn,NO,2022-02-08 22:18:04,71.0357,27.8492,24.71,89,85,15.82
224,Erzin,TR,2022-02-08 22:18:05,36.9559,36.2,48.72,85,51,8.3
225,Kirakira,SB,2022-02-08 22:18:05,-10.4544,161.9205,82.35,79,100,10.65
226,Padang,ID,2022-02-08 22:18:05,-0.9492,100.3543,76.51,80,99,5.57
227,Yelatma,RU,2022-02-08 22:18:06,54.9675,41.7508,31.87,99,100,4.63
228,Geraldton,AU,2022-02-08 22:18:06,-28.7667,114.6,61.21,88,0,9.22
229,Neustadt,DE,2022-02-08 22:18:06,49.7117,12.0872,42.28,92,100,4.61
230,Dudinka,RU,2022-02-08 22:18:07,69.4058,86.1778,-0.38,89,100,21.25
231,Portland,US,2022-02-08 22:18:07,45.5234,-122.6762,56.61,79,76,3.0
232,Jiexiu,CN,2022-02-08 22:18:07,37.0244,111.9125,28.26,66,20,5.86
233,Altay,CN,2022-02-08 22:18:08,47.8667,88.1167,5.41,74,98,5.75
234,Hofn,IS,2022-02-08 22:13:44,64.2539,-15.2082,28.53,61,100,13.42
235,Adrar,MR,2022-02-08 22:18:08,20.5022,-10.0711,68.2,11,78,10.96
236,Dambulla,LK,2022-02-08 22:18:09,7.86,80.6517,67.32,86,100,3.0
237,Whitefish,US,2022-02-08 22:16:06,48.4111,-114.3376,42.12,65,100,11.5
238,Beyneu,KZ,2022-02-08 22:17:46,45.3167,55.2,29.32,75,76,9.71
239,Ratnagiri,IN,2022-02-08 22:18:09,16.9833,73.3,68.13,81,4,8.23
240,Bandarbeyla,SO,2022-02-08 22:18:09,9.4942,50.8122,75.24,69,61,17.36
241,Yinchuan,CN,2022-02-08 22:18:10,38.4681,106.2731,14.7,81,16,2.15
242,Smithers,CA,2022-02-08 22:15:34,54.7804,-127.1743,39.52,65,100,4.61
243,Port Pirie,AU,2022-02-08 22:18:10,-33.1833,138.0167,67.87,68,26,8.39
244,Codrington,AU,2022-02-08 22:14:55,-38.2667,141.9667,67.41,72,99,6.78
245,Sungairaya,ID,2022-02-08 22:18:11,0.7,108.9,75.85,89,97,2.73
246,Riviere-Du-Loup,CA,2022-02-08 22:13:43,47.8304,-69.5342,22.5,96,100,17.83
247,Yaan,NG,2022-02-08 22:18:12,7.3833,8.5667,83.48,14,51,4.12
248,Mabaruma,GY,2022-02-08 22:18:12,8.2,-59.7833,77.09,81,64,5.06
249,Severnyy-Kospashskiy,RU,2022-02-08 22:18:13,59.0925,57.8008,2.61,55,41,4.83
250,Valparaiso,CL,2022-02-08 22:15:17,-33.0393,-71.6273,66.47,78,75,10.36
251,Dikson,RU,2022-02-08 22:18:14,73.5069,80.5464,1.4,95,100,21.65
252,Nanortalik,GL,2022-02-08 22:18:14,60.1432,-45.2371,10.99,62,4,26.49
253,Briancon,FR,2022-02-08 22:18:14,44.9,6.65,40.35,40,39,1.12
254,Pangai,TO,2022-02-08 22:18:15,-19.8,-174.35,80.71,78,75,8.05
255,Margate,GB,2022-02-08 22:18:15,51.3813,1.3862,49.96,78,95,4.0
256,Chingirlau,KZ,2022-02-08 22:18:15,51.095,54.0814,16.54,95,100,4.61
257,Quatre Cocos,MU,2022-02-08 22:18:16,-20.2078,57.7625,75.31,81,92,7.87
258,Oleggio,IT,2022-02-08 22:18:16,45.6015,8.6434,47.89,53,0,1.83
259,Pochutla,MX,2022-02-08 22:13:57,15.7432,-96.4661,81.45,57,48,5.97
260,Aksarka,RU,2022-02-08 22:16:26,66.5606,67.7975,-4.27,99,100,12.03
261,Sitka,US,2022-02-08 22:16:10,57.0531,-135.33,44.49,87,100,17.27
262,Doka,SD,2022-02-08 22:18:17,13.5167,35.7667,76.84,27,6,10.07
263,Kisaran,ID,2022-02-08 22:18:18,2.9845,99.6158,73.65,96,100,2.15
264,The Valley,AI,2022-02-08 22:13:39,18.217,-63.0578,77.83,65,20,9.22
265,Ca Mau,VN,2022-02-08 22:18:19,9.1769,105.15,77.2,84,100,9.73
266,Sunrise,US,2022-02-08 22:17:07,26.1577,-80.2861,78.01,92,100,9.22
267,Southbridge,US,2022-02-08 22:18:19,42.0751,-72.0334,38.95,79,51,5.01
268,Mogadishu,SO,2022-02-08 22:16:36,2.0371,45.3438,76.5,86,8,20.74
269,Yerbogachen,RU,2022-02-08 22:18:20,61.2767,108.0108,-23.3,100,100,3.74
270,Chimbote,PE,2022-02-08 22:18:20,-9.0853,-78.5783,74.39,69,46,9.48
271,Strezhevoy,RU,2022-02-08 22:18:21,60.7333,77.5889,-7.62,100,48,5.39
272,Bucerias,MX,2022-02-08 22:14:22,20.75,-105.3333,75.18,69,0,9.22
273,Vila Velha,BR,2022-02-08 22:18:21,-20.3297,-40.2925,80.55,84,40,14.97
274,Torbay,CA,2022-02-08 22:18:22,47.6666,-52.7314,29.57,83,100,17.27
275,Taguatinga,BR,2022-02-08 22:18:22,-12.3857,-46.5711,76.08,84,84,0.63
276,Vao,NC,2022-02-08 22:17:45,-22.6667,167.4833,80.89,88,59,21.0
277,Husavik,IS,2022-02-08 22:18:23,66.0449,-17.3389,28.31,94,100,24.9
278,Slave Lake,CA,2022-02-08 22:15:07,55.2834,-114.769,40.98,56,0,21.85
279,Poum,NC,2022-02-08 22:18:23,-20.2333,164.0167,81.79,86,100,27.29
280,Nador,MA,2022-02-08 22:18:23,35.174,-2.9287,59.25,77,75,8.05
281,Chokurdakh,RU,2022-02-08 22:18:24,70.6333,147.9167,-43.85,100,97,5.68
282,Gravdal,NO,2022-02-08 22:18:24,68.1214,13.5031,35.49,64,75,11.5
283,Olafsvik,IS,2022-02-08 22:18:25,64.8945,-23.7142,30.61,76,93,34.74
284,Coquimbo,CL,2022-02-08 22:16:30,-29.9533,-71.3436,65.93,77,75,10.36
285,Pringsewu,ID,2022-02-08 22:18:25,-5.3582,104.9744,73.44,96,100,0.78
286,Pangnirtung,CA,2022-02-08 22:18:26,66.1451,-65.7125,-7.6,77,100,9.22
287,Vestmannaeyjar,IS,2022-02-08 22:18:26,63.4427,-20.2734,35.13,75,100,11.16
288,Tomatlan,MX,2022-02-08 22:18:26,19.9333,-105.25,87.73,26,0,11.36
289,Hof,DE,2022-02-08 22:18:27,50.3167,11.9167,41.95,70,100,18.01
290,Guerrero Negro,MX,2022-02-08 22:18:27,27.9769,-114.0611,73.89,23,31,8.66
291,La Ronge,CA,2022-02-08 22:15:34,55.1001,-105.2842,16.05,67,75,12.66
292,Santiago Del Estero,AR,2022-02-08 22:18:28,-27.7951,-64.2615,88.79,26,9,6.93
293,Verkhoyansk,RU,2022-02-08 22:18:29,67.5447,133.385,-46.26,99,90,1.21
294,San Andres,CO,2022-02-08 22:17:07,12.5847,-81.7006,82.42,65,20,8.05
